Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,1.1692654417235007,1.1692654417235007,1.128746334514855,1.1499706506729126,700000,0.0,0.0
1996-01-02 00:00:00+05:30,1.1499701765870907,1.1673355273760044,1.1383933067294092,1.1480406522750854,824000,0.0,0.0
1996-01-03 00:00:00+05:30,1.1480412137271223,1.1557591307400408,1.1383938634633886,1.1519001722335815,568000,0.0,0.0
1996-01-04 00:00:00+05:30,1.1518998818489103,1.1499704490844893,1.134534618949901,1.1441819667816162,564000,0.0,0.0
1996-01-05 00:00:00+05:30,1.144181758424727,1.1499702396735105,1.1383933691807313,1.1422523260116577,378000,0.0,0.0
1996-01-08 00:00:00+05:30,1.142252549477104,1.1383935918912276,1.1229577615477218,1.1287461519241333,474000,0.0,0.0
1996-01-09 00:00:00+05:30,1.128746222083356,1.128746222083356,1.0805092032592396,1.0920860767364502,966000,0.0,0.0
1996-01-10 00:00:00+05:30,1.0920863993107928,1.1055928016927228,1.084368481379644,1.0959453582763672,452000,0.0,0.0
1996-01-11 00:00:00+05:30,1.095945034562187,1.111380957869946,1.0805092032592396,1.0920860767364502,636000,0.0,0.0
1996-01-12 00:00:00+05:30,1.092086226769893,1.0940157519502502,1.0805093517022235,1.0901567935943604,862000,0.0,0.0
1996-01-15 00:00:00+05:30,1.090156419068257,1.086297462038122,1.070861633917582,1.0766500234603882,362000,0.0,0.0
1996-01-16 00:00:00+05:30,1.0766504348418209,1.0805093933464398,1.0573556423187256,1.0573556423187256,716000,0.0,0.0
1996-01-17 00:00:00+05:30,1.0573556856799138,1.0785800043281224,1.0149071403883283,1.0245544910430908,858000,0.0,0.0
1996-01-18 00:00:00+05:30,1.0245539577119631,1.0245539577119631,1.0033296501120588,1.0187655687332153,660000,0.0,0.0
1996-01-19 00:00:00+05:30,1.0187659038321633,1.0149069459087572,0.9782467996339922,0.9859647154808044,852000,0.0,0.0
1996-01-22 00:00:00+05:30,0.9859648094646495,0.999471117481608,0.972458409442868,0.9821058511734009,718000,0.0,0.0
1996-01-23 00:00:00+05:30,0.9821055895748954,1.003329808520963,0.9685991931507445,0.9763171076774597,798000,0.0,0.0
1996-01-24 00:00:00+05:30,0.9763174385691925,0.9763174385691925,0.9454457699993618,0.9512341618537903,898000,0.0,0.0
1996-01-25 00:00:00+05:30,0.9512338447394179,0.9454454548146743,0.9300096256756264,0.9396569728851318,780000,0.0,0.0
1996-01-26 00:00:00+05:30,0.9396569728851318,0.9396569728851318,0.9396569728851318,0.9396569728851318,0,0.0,0.0
1996-01-29 00:00:00+05:30,0.9396570430004053,0.962810788436662,0.9242212127095676,0.9589518308639526,622000,0.0,0.0
1996-01-30 00:00:00+05:30,0.9589518456548471,0.9840351162667463,0.9589518456548471,0.9724582433700562,904000,0.0,0.0
1996-01-31 00:00:00+05:30,0.9724588256202107,1.0168369109642024,0.9840357054484438,0.9994715452194214,688000,0.0,0.0
1996-02-01 00:00:00+05:30,0.9994708217075148,1.0805090138468691,1.0033297788567794,1.0727910995483398,848000,0.0,0.0
1996-02-02 00:00:00+05:30,1.0727911393523937,1.1557587671423524,1.0805090539372828,1.1248871088027954,1638000,0.0,0.0
1996-02-05 00:00:00+05:30,1.1248874290180135,1.196278205253039,1.1383938293887583,1.1557590961456299,1812000,0.0,0.0
1996-02-06 00:00:00+05:30,1.1557585655135398,1.1769828729216807,1.1383933067294092,1.1480406522750854,1776000,0.0,0.0
1996-02-07 00:00:00+05:30,1.148040902081286,1.1287461147867306,1.0901565401976197,1.1055923700332642,1172000,0.0,0.0
1996-02-08 00:00:00+05:30,1.1055923882934326,1.2155728156960606,1.1133103033387253,1.1750537157058716,1334000,0.0,0.0
1996-02-09 00:00:00+05:30,1.175054065051483,1.4104507279263556,1.2927523504865033,1.408521294593811,3440000,0.0,0.0
1996-02-12 00:00:00+05:30,1.4085211525030696,1.4644760935746468,1.3313418948856042,1.354495644569397,5702000,0.0,0.0
1996-02-13 00:00:00+05:30,1.3892261110954065,1.3892261110954065,1.2831047244450255,1.3313417434692383,2902000,0.0,0.0
1996-02-14 00:00:00+05:30,1.3313413918384807,1.4664049726316764,1.3853667873538438,1.4316743612289429,4928000,0.0,0.0
1996-02-15 00:00:00+05:30,1.4316747904229083,1.4548285382991997,1.416238958505381,1.422027349472046,2382000,0.0,0.0
1996-02-16 00:00:00+05:30,1.4220271592111322,1.4181682017480617,1.3544953576049965,1.3737901449203491,2792000,0.0,0.0
1996-02-19 00:00:00+05:30,1.3737905530800751,1.4085212725711753,1.350636801422562,1.3564252853393555,2594000,0.0,0.0
1996-02-20 00:00:00+05:30,1.3564249289231216,1.3564249289231216,1.2753867274107136,1.298540472984314,2722000,0.0,0.0
1996-02-21 00:00:00+05:30,1.298540472984314,1.298540472984314,1.298540472984314,1.298540472984314,0,0.0,0.0
1996-02-22 00:00:00+05:30,1.2985403915444147,1.3409889224337925,1.3120467882843443,1.3216941356658936,1696000,0.0,0.0
1996-02-23 00:00:00+05:30,1.3216941660332346,1.3506363928524623,1.3120468184300274,1.3197647333145142,1374000,0.0,0.0
1996-02-26 00:00:00+05:30,1.3197650790245095,1.3409893045140935,1.302399719983189,1.3062586784362793,1294000,0.0,0.0
1996-02-27 00:00:00+05:30,1.308188050141337,1.3216943571396922,1.2734573361345587,1.310117483139038,1682000,0.0,0.0
1996-02-28 00:00:00+05:30,1.3101176050607843,1.3294123968574802,1.2753869798267319,1.2831048965454102,844000,0.0,0.0
1996-02-29 00:00:00+05:30,1.2734576195578213,1.2734576195578213,1.157688761780717,1.1827720403671265,2550000,0.0,0.0
1996-03-01 00:00:00+05:30,1.1827715195223676,1.215572701382614,1.157688251981615,1.2001367807388306,1464000,0.0,0.0
1996-03-04 00:00:00+05:30,1.2001373092305485,1.196278350371473,1.1769835560760948,1.1827720403671265,1294000,0.0,0.0
1996-03-05 00:00:00+05:30,1.1827720403671265,1.1827720403671265,1.1827720403671265,1.1827720403671265,0,0.0,0.0
1996-03-06 00:00:00+05:30,1.1827716702580746,1.2155728562985955,1.1885600607329856,1.1962779760360718,720000,0.0,0.0
1996-03-07 00:00:00+05:30,1.1962782335257853,1.215573117941385,1.1673360909120414,1.180842399597168,972000,0.0,0.0
1996-03-08 00:00:00+05:30,1.1808423146804792,1.1847012728851283,1.1576885654525846,1.17698335647583,774000,0.0,0.0
1996-03-11 00:00:00+05:30,1.1769834132982788,1.1750539801052153,1.1480411793637257,1.1557590961456299,648000,0.0,0.0
1996-03-12 00:00:00+05:30,1.1557586318133701,1.1557586318133701,1.1306754583518945,1.1403228044509888,800000,0.0,0.0
1996-03-13 00:00:00+05:30,1.1403232231979363,1.1962781639366113,1.1576885813598776,1.1885602474212646,972000,0.0,0.0
1996-03-14 00:00:00+05:30,1.1885601622811715,1.2155729601547005,1.1750538553492227,1.1847012042999268,1058000,0.0,0.0
1996-03-15 00:00:00+05:30,1.1962778319457925,1.1962778319457925,1.1576882600784302,1.1576882600784302,1614000,0.0,0.0
1996-03-18 00:00:00+05:30,1.1576886559956843,1.1673360982642462,1.1306759464504703,1.1519001722335815,776000,0.0,0.0
